Authors,Year,Title,DOI,URL
I. N. Oktavianti,2019,A corpus-based analysis of english core modal verbs and their counterparts in indonesian,,https://www.ijstr.org/final-print/dec2019/A-Corpus-based-Analysis-Of-English-Core-Modal-Verbs-And-Their-Counterparts-In-Indonesian.pdf
I. N. Oktavianti and Z. A. Pramesti,2019,Frequency of Verbs in Lifestyle Column in the Jakarta Post and the Relation to Text Characteristics: A Corpus-Based Analysis,10.24256/ideas.v7i2.1038,http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=202017057196&site=ehost-live&authtype=sso&custid=s2773470
Prihantoro,2016,THE INFLUENCE OF STUDENTS' L1 AND SPOKEN ENGLISH IN ENGLISH WRITING: A CORPUS-BASED RESEARCH,http://dx.doi.org/10.15639/teflinjournal.v27i1/217-245,https://www.proquest.com/scholarly-journals/influence-students-l1-spoken-english-writing/docview/1860776483/se-2?accountid=8330
D. Puspita and K. Yusuf,2020,Sketching the Semantic Change of Jahanam and Hijrah: A Corpus Based Approach to Manuscripts of Arabic-Indonesian Lexicon,,https://pdfs.semanticscholar.org/05cf/db1272da6daf957859cfb600813c3b368ec7.pdf
"G. P. W. Rajeg, K. Denistia and S. Musgrave",2019,"Vector Space Models and the usage patterns of Indonesian denominal verbs: a case study of verbs with meN-, meN-/-kan, and meN-/-i affixes",,http://repository.tufs.ac.jp/bitstream/10108/94452/2/3_RajegDenistiaMusgrave.pdf
"I. Ramli, N. Seman, N. Ardi and N. Jamil",2016,Prosody analysis of malay language storytelling corpus,10.1007/978-3-319-43958-7_68,https://link.springer.com/chapter/10.1007/978-3-319-43958-7_68
"F. Rangel, P. Rosso, J. Brooke and A. L. Uitdenbogerd",2018,Cross-corpus native language identification via statistical embedding,,https://aclanthology.org/W18-1605.pdf
R. Rosiyana,2020,PENGAJARAN BAHASA DAN PEMEROLEHAN BAHASA KEDUA DALAM PEMBELAJARAN BIPA (BAHASA INDONESIA PENUTUR ASING),https://doi.org/10.33369/jik.v4i3.13839,https://ejournal.unib.ac.id/index.php/korpus/article/view/13839
N. H. M. Saad and N. H. Jalaluddin,2020,Imbuhan meN- dengan Kata Nama Konkrit Unsur Alam: Analisis Teori Relevans (Prefix meN- with Concrete Nouns of Natural Elements: A Relevance Theory Analysis),10.17576/gema-2020-2003-09,http://ejournal.ukm.my/gema/article/view/36602
"E. Saragih, S. Lubis, A. Saragih, R. Silalahi and M. Hum",2017,Ideational Grammatical Metaphors in Doctrinal Verses of The Bible in Indonesian Version,http://dx.doi.org/10.17507/tpls.0710.04,https://www.proquest.com/scholarly-journals/ideational-grammatical-metaphors-doctrinal-verses/docview/1946266838/se-2?accountid=8330
"A. Sarudin, M. M. Muhammad, M. F. Zaini, Z. Osman and M. A. A. Muhsin",2020,Collocation analysis of variants of intensifies in classical malay texts,,https://www.researchgate.net/publication/346475062_Collocation_Analysis_of_Variants_of_Intensifiers_in_Classical_Malay_Texts
"R. b. Setik, R. M. T. B. R. Ahmad, S. b. Marjudi, A. b. Hamid, W. H. B. b. W. Ismail, Z. b. Adnan and W. A. b. W. Hassan",2018,Exploiting Malay corpus on islamic issue using sketch engine,10.1109/ISRITI.2018.8864337,https://ieeexplore.ieee.org/document/8864337/
"A. Shiohara, Y. Sakon and H. Nomoto",2019,Discourse functions of the two non-active voices in Indonesian: based on the web corpus in MALINDO Conc,,http://search.ebscohost.com/login.aspx?direct=true&db=bas&AN=BAS940414&site=ehost-live&authtype=sso&custid=s2773470
"T. Suhardijanto, R. Mahendra, Z. Nuriah and A. Budiwiyanto",2020,The Framework of Multiword Expression in Indonesian Language,,https://aclanthology.org/2020.paclic-1.67
T. Suhardijanto and D. P. Putra,2019,Acquiring Extended Units of Meaning: The Role of Learner Corpus in Teaching Indonesian as A Foreign,,https://eudl.eu/proceedings/KEBIPAAN/2019
M. Z. Sulaiman and M. J. H. Bin Mohamad Yusoff,2020,Bila dan Mengapa ‘You’ Menjadi ‘Kita’: Satu Analisis Perbandingan Inggeris-Melayu (When and Why ‘You’ Becomes ‘Kita’: A Contrastive English-Malay Analysis),10.17576/gema-2020-2004-09,https://ejournal.ukm.my/gema/article/view/43225
F. M. M. Sultan and S. A. B. Othman,2021,Frasa Topik Dan Fokus Dalam Bahasa Melayu: Analisis Program Minimalis (Topic And Focus Phrase In Malay Language: Minimalist Program Analysis),10.17576/gema-2021-2102-10,https://ejournal.ukm.my/gema/article/view/43577
"S.-H. Ting, D. C.-O. Then and O. G.-B. Ong",2020,Prestige of products and code-switching in retail encounters,10.1080/14790718.2018.1559321,https://www.tandfonline.com/doi/full/10.1080/14790718.2018.1559321
"S. Tiun, S. Saad, N. F. M. Nor, A. Jalaludin and A. N. C. A. Rahman",2020,Quantifying semantic shift visually on a Malay domain-specific corpus using temporal word embedding approach,https://doi.org/10.17576/apjitm-2020-0902-01,https://www.researchgate.net/profile/Anis-Nadiah-Che-Abdul-Rahman/publication/347351343_QUANTIFYING_SEMANTIC_SHIFT_VISUALLY_ON_A_MALAY_DOMAIN-SPECIFIC_CORPUS_USING_TEMPORAL_WORD_EMBEDDING_APPROACH/links/600012eaa6fdccdcb8518496/QUANTIFYING-SEMANTIC-SHIFT-VISUALLY-ON-A-MALAY-DOMAIN-SPECIFIC-CORPUS-USING-TEMPORAL-WORD-EMBEDDING-APPROACH.pdf
P. Uriel Cohen,2017,Informativity and the actuation of lenition,http://dx.doi.org/10.1353/lan.2017.0037,https://www.proquest.com/scholarly-journals/informativity-actuation-lenition/docview/2047431082/se-2?accountid=8330
M. Yusof and K. Harun,2021,Spesifikasi ruang dalam kata kerja deiktik datang dan pergi (Spatial specification in deictic verbs datang and pergi),,https://www.proquest.com/scholarly-journals/spesifikasi-ruang-dalam-kata-kerja-deiktik-datang/docview/2539882908/se-2?accountid=8330
"M. Yusof, K. Harun and N. Alias",2016,'Sampai Di' Vs 'Sampai Ke': Accomplishment or achievement verb?,,https://www.researchgate.net/publication/313396061_%27Sampai_Di%27_Vs_%27Sampai_Ke%27_Accomplishment_or_Achievement_Verb
K. Yusuf and D. Puspita,2020,Diachronic Corpora as a Tool for Tracing Etymological Information of Indonesian-Malay Lexicon,https://doi.org/10.18326/rgt.v13i1.153-182,https://ijtihad.iainsalatiga.ac.id/index.php/register/article/view/3587
"M. F. Zaini, A. Sarudin, M. M. Muhammad and S. S. A. Bakar",2020,Representatif Leksikal Ukuran sebagai Metafora Linguistik berdasarkan Teks Klasik Melayu (Representatives of Lexical Ukuran as Linguistics Metaphors Based on Malay Classic Text),10.17576/gema-2020-2002-10,https://ejournal.ukm.my/gema/article/view/35950
"B. Gfeller, V. Schogol and K. Hall",2016,Cross-lingual projection for class-based language models,,https://www.aclweb.org/anthology/P16-2014.pdf
"R. Rubino, B. Marie, R. Dabre, A. Fujita, M. Utiyama and E. Sumita",2020,Extremely Low-Resource Neural Machine Translation for Asian Languages,10.1007/s10590-020-09258-6,https://link.springer.com/article/10.1007/s10590-020-09258-6
"A. A. Septarina, F. Rahutomo and M. Sarosa",2019,Machine translation of Indonesian: A review,10.21924/cst.4.1.2019.104,https://cst.kipmi.or.id/index.php/cst/article/view/104
"S. Aneja, S. Nur Afikah Bte Abdul Mazid and N. Aneja",2020,Neural Machine Translation model for University Email Application,10.1145/3421515.3421522,https://dl.acm.org/doi/10.1145/3421515.3421522
"M. A. Ayu, T. Mantoro and J. Asian",2018,Quality translation enhancement using sequence knowledge and pruning in statistical machine translation,10.12928/TELKOMNIKA.v16i2.8687,https://core.ac.uk/download/pdf/324199022.pdf
"C. C. Chua, T. Y. Lim, L.-K. Soon, E. K. Tang and B. Ranaivo-Malançon",2017,Meaning preservation in Example-based Machine Translation with structural semantics,10.1016/j.eswa.2017.02.021,https://www.sciencedirect.com/science/article/abs/pii/S0957417417301033#!
M. Dwiastuti,2019,English-Indonesian Neural Machine Translation for Spoken Language Domains,10.18653/v1/P19-2043,https://aclanthology.org/P19-2043
"T. W. Guntara, A. F. Aji and R. E. Prasojo",2020,Benchmarking multidomain english-indonesian machine translation,,https://www.aclweb.org/anthology/2020.bucc-1.6/
"A. Larassati, N. Setyaningsih, R. A. Nugroho, V. W. Suryaningtyas, S. P. Cahyono and S. D. Pamelasari",2019,Google vs. Instagram Machine Translation: Multilingual Application Program Interface Errors in Translating Procedure Text Genre,10.1109/ISEMANTIC.2019.8884334,https://ieeexplore.ieee.org/document/8884334/
"Y.-Z. Low, L.-K. Soon and S. Sapai",2020,A Neural Machine Translation Approach for Translating Malay Parliament Hansard to English Text,10.1109/IALP51396.2020.9310470,https://ieeexplore.ieee.org/document/9310470/
"N. A. Nasharuddin, M. T. Abdullah, A. Azman and R. A. Kadir",2019,A framework for English and Malay cross-lingual document alignment method,10.30534/ijatcse/2019/3881.32019,http://www.warse.org/IJATCSE/static/pdf/file/ijatcse38813sl2019.pdf
"S. Singh, A. Kunchukuttan and P. Bhattacharyya",2016,IIT Bombay’s English-Indonesian submission at WAT: Integrating Neural Language Models with SMT,,https://aclanthology.org/W16-4604/
"H. Thamrin, G. Ariyanto, E. W. Pamungkas and Y. Sulistyono",2018,User participation in building language repository: the case of Google Translate,http://dx.doi.org/10.1088/1757-899X/403/1/012072,https://iopscience.iop.org/article/10.1088/1757-899X/403/1/012072
"P. Wang, P. Nakov and H. T. Ng",2016,Source language adaptation approaches for resource-poor machine translation,10.1162/COLI_a_00248,https://aclanthology.org/J16-2004/
"Y.-L. Yeong, T.-P. Tan, K. H. Gan and S. K. Mohammad",2018,Hybrid machine translation with multi-source encoder-decoder long short-term memory in English-Malay translation,10.18517/ijaseit.8.4-2.6816,http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=6816
"Y.-L. Yeong, T.-P. Tan and S. K. Mohammad",2016,Using Dictionary and Lemmatizer to Improve Low Resource English-Malay Statistical Machine Translation System,10.1016/j.procs.2016.04.056,https://www.sciencedirect.com/science/article/pii/S1877050916300709
Z. Abidin and P. Permata,2021,Pengaruh Pennambahan Korpus Paralel pada Mesin Penerjemah Statistik Bahasa Indonesian ke Bahasa Lampung Dialek Nyo,,http://ejurnal.teknokrat.ac.id/index.php/teknoinfo/article/view/889
"Z. Abidin, P. Permata, I. Ahmad and Rusliyawati",2021,Effect of mono corpus quantity on statistical machine translation Indonesian-Lampung dialect of nyo,10.1088/1742-6596/1751/1/012036,https://iopscience.iop.org/article/10.1088/1742-6596/1751/1/012036/pdf
"R. Darwis, H. Sujaini and R. D. Nyoto",2019,Peningkatan Mesin Penerjemah Statistik dengan Menambah Kuantitas Korpus Monolingual (Studi Kasus: Bahasa Indonesia-Sunda),,https://jurnal.untan.ac.id/index.php/justin/article/view/27254
"M. Nurilman Baehaqi, M. Irzal and F. H. Indiyah",2019,Morphological analysis of speech translation into Indonesian sign language system (SIBI) on android platform,10.1109/ICACSIS47736.2019.8980000,https://ieeexplore.ieee.org/document/8980000/
H. Sujaini,2018,Peningkatan Akurasi Penerjemah Bahasa Daerah dengan Optimasi Korpus Paralel,,http://ejnteti.jteti.ugm.ac.id/index.php/JNTETI/article/view/394
"H. L. H. S. Warnars, J. Aurellia and K. Saputra",2021,Translation Learning Tool for Local Language to Bahasa Indonesia using Knuth-Morris-Pratt Algorithm,10.18421/TEM101-07,http://www.temjournal.com/content/101/TEMJournalFebruary2021_55_62.pdf
"H. A. Wibowo, T. A. Prawiro, M. Ihsan, A. F. Aji, R. E. Prasojo, R. Mahendra and S. Fitriany",2020,Semi-Supervised Low-Resource Style Transfer of Indonesian Informal to Formal Language with Iterative Forward-Translation,10.1109/IALP51396.2020.9310459,https://ieeexplore.ieee.org/document/9310459/
"E. Z. Z. Abidin, N. F. Mustapha, N. A. Rahim and S. N. S. Abdullah",2020,Translation of idioms from arabic into malay via google translate: What needs to be done?,10.17576/gema-2020-2003-10,https://ejournal.ukm.my/gema/article/view/37691
S. D. Budiwati and M. Aritsugi,2019,Multiple pivots in statistical machine translation for low resource languages,,https://waseda.repo.nii.ac.jp/?action=repository_action_common_download&item_id=48098&item_no=1&attribute_id=101&file_no=1
B. Buschbeck and M. Exel,2020,A Parallel Evaluation Data Set of Software Documentation with Document Structure Annotation,,https://aclanthology.org/2020.wat-1.20.pdf
"A. A. Fadele, A. Kamsin, K. Ahmad and R. A. Rasheed",2020,A novel Hadith authentication mobile system in Arabic to Malay language translation for android and iOS Phones,10.1007/s41870-020-00542-5,https://link.springer.com/article/10.1007/s41870-020-00542-5
A. Irvine and C. Callison-Burch,2017,A Comprehensive Analysis of Bilingual Lexicon Induction,,https://www.aclweb.org/anthology/J17-2001.pdf
W. Liu and L. Wang,2019,Malay-corpus-enhanced indonesian-chinese neural machine translation,10.1007/978-981-13-6473-0_21,https://link.springer.com/chapter/10.1007/978-981-13-6473-0_21
"W. Liu, L. Xiao, S. Jiang and L. Wang",2019,Language Resource Extension for Indonesian-Chinese Machine Translation,10.1109/IALP.2018.8629155,https://ieeexplore.ieee.org/document/8629155/
"C. O. Mawalim, D. P. Lestari and A. Purwarianti",2017,Rule-based Reordering and Post-Processing for Indonesian-Korean Statistical Machine Translation,,https://aclanthology.org/Y17-1039
"N. A. Rahman, F. I. M. Rafhan Syamil and S. B. Bin Rodzman",2020,Development of mobile application for Malay translated hadith search engine,10.11591/ijeecs.v20.i2.pp932-938,https://pdfs.semanticscholar.org/af98/5dcf8ebcaabd88d07af3a6f50a3ce188f76d.pdf
H.-L. Trieu and L.-M. Nguyen,2018,Enhancing Pivot Translation Using Grammatical and Morphological Information,10.1007/978-981-10-8438-6_12,https://link.springer.com/chapter/10.1007/978-981-10-8438-6_12
"H.-L. Trieu, D.-V. Tran, A. Ittoo and L.-M. Nguyen",2019,Leveraging additional resources for improving statistical machine translation on asian low-resource languages,10.1145/3314936,https://dl.acm.org/doi/10.1145/3314936
U. N. B. Wahiyudin and T. R. B. M. Romli,2021,Translating Malay Compounds into Arabic Based on Dynamic Theory and Arabization Method,http://dx.doi.org/10.32350/iitc.111.03,https://www.proquest.com/scholarly-journals/translating-malay-compounds-into-arabic-based-on/docview/2564176117/se-2
"J. Hewitt, D. Ippolito, B. Callahan, R. Kriz, D. T. Wijaya and C. Callison-Burch",2018,Learning translations via images with a massively multilingual image dataset,,https://www.aclweb.org/anthology/P18-1239.pdf
"M. R. S. Mahadi, A. Arifianto and K. N. Ramadhani",2020,Adaptive Attention Generation for Indonesian Image Captioning,10.1109/ICoICT49345.2020.9166244,https://ieeexplore.ieee.org/document/9166244/
A. H. Siregar and D. Chahyati,2020,Visual question answering for monas tourism object using deep learning,10.1109/ICACSIS51025.2020.9263149,https://ieeexplore.ieee.org/document/9263149/
"A. A. Nugraha, A. Arifianto and Suyanto",2019,Generating image description on Indonesian language using convolutional neural network and gated recurrent unit,10.1109/ICoICT.2019.8835370,https://ieeexplore.ieee.org/document/8835370/
